"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042579","GO:0042579","microbody",138,-0.454746459273871,-1.68424191278308,0.000265649168577709,0.00564555179633848,0.00471529942457339,2285,"tags=24%, list=13%, signal=21%","Me1_v2_0148860/Me1_v2_0226240/Me1_v2_0066290/Me1_v2_0085360/Me1_v2_0029610/Me1_v2_0226620/Me1_v2_0157670/Me1_v2_0061030/Me1_v2_0232560/Me1_v2_0171180/Me1_v2_0172220/Me1_v2_0231590/Me1_v2_0086260/Me1_v2_0080930/Me1_v2_0031820/Me1_v2_0171170/Me1_v2_0233730/Me1_v2_0124950/Me1_v2_0107080/Me1_v2_0088910/Me1_v2_0216780/Me1_v2_0025440/Me1_v2_0172230/Me1_v2_0007420/Me1_v2_0094380/Me1_v2_0228210/Me1_v2_0078830/Me1_v2_0055530/Me1_v2_0061830/Me1_v2_0072050/Me1_v2_0190930/Me1_v2_0133400/Me1_v2_0210340"
"GO:0038023","GO:0038023","signaling receptor activity",80,0.474303750294155,1.81157801372687,0.000276726657522132,0.00583641677683042,0.00487471440563309,2422,"tags=35%, list=14%, signal=30%","Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0165890/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0216470/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0061590/Me1_v2_0151200/Me1_v2_0189250/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0200690/Me1_v2_0213250/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0096350/Me1_v2_0133100/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0023060/Me1_v2_0105490"
"GO:0016301","GO:0016301","kinase activity",383,0.306269238847676,1.40465253419538,0.000284953292912159,0.00596473659749964,0.00498189017841678,3843,"tags=30%, list=21%, signal=24%","Me1_v2_0063070/Me1_v2_0106850/Me1_v2_0202620/Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0080180/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0152070/Me1_v2_0165890/Me1_v2_0049230/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0135700/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0052600/Me1_v2_0094760/Me1_v2_0199710/Me1_v2_0116530/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0023670/Me1_v2_0226090/Me1_v2_0103410/Me1_v2_0184250/Me1_v2_0001950/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0041930/Me1_v2_0218700/Me1_v2_0050810/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0164440/Me1_v2_0083850/Me1_v2_0135010/Me1_v2_0091570/Me1_v2_0078420/Me1_v2_0074270/Me1_v2_0200690/Me1_v2_0027960/Me1_v2_0223400/Me1_v2_0213250/Me1_v2_0190980/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0129590/Me1_v2_0096350/Me1_v2_0026620/Me1_v2_0133100/Me1_v2_0173130/Me1_v2_0054660/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0176870/Me1_v2_0079390/Me1_v2_0023060/Me1_v2_0170150/Me1_v2_0020950/Me1_v2_0105490/Me1_v2_0230060/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0057540/Me1_v2_0135040/Me1_v2_0226980/Me1_v2_0119700/Me1_v2_0190210/Me1_v2_0226020/Me1_v2_0089290/Me1_v2_0044430/Me1_v2_0083860/Me1_v2_0186440/Me1_v2_0173120/Me1_v2_0061760/Me1_v2_0019290/Me1_v2_0098270/Me1_v2_0119670/Me1_v2_0021940/Me1_v2_0149290/Me1_v2_0187400/Me1_v2_0210950/Me1_v2_0160450/Me1_v2_0159420/Me1_v2_0035320/Me1_v2_0063190/Me1_v2_0079350/Me1_v2_0163210/Me1_v2_0116160/Me1_v2_0096460/Me1_v2_0117630/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0187410/Me1_v2_0067020/Me1_v2_0219280/Me1_v2_0143780/Me1_v2_0218310/Me1_v2_0030890/Me1_v2_0211640/Me1_v2_0131610/Me1_v2_0103600/Me1_v2_0159590/Me1_v2_0057570/Me1_v2_0198460/Me1_v2_0117430"
"GO:0009514","GO:0009514","glyoxysome",14,-0.784101760468746,-1.85752272332524,0.000287110403646783,0.00596504002800481,0.0049821436108071,853,"tags=50%, list=5%, signal=48%","Me1_v2_0226620/Me1_v2_0107080/Me1_v2_0078830/Me1_v2_0061830/Me1_v2_0072050/Me1_v2_0190930/Me1_v2_0210340"
"GO:0042646","GO:0042646","plastid nucleoid",23,-0.708839029729146,-1.89513548810477,0.000290725893602039,0.00599541398361538,0.00500751266250997,25,"tags=30%, list=0%, signal=30%","Me1_v2_0094440/Me1_v2_0158000/Me1_v2_0128570/Me1_v2_0167830/Me1_v2_0214100/Me1_v2_0214180/Me1_v2_0214160"
"GO:0051098","GO:0051098","regulation of binding",17,0.728945256604769,1.93706568179356,0.000314455789028277,0.00643709497540238,0.00537641515451598,656,"tags=24%, list=4%, signal=23%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0212290"
"GO:0034605","GO:0034605","cellular response to heat",23,-0.70412360765418,-1.88252844568631,0.000343243446661137,0.00697510770441319,0.00582577620956168,1574,"tags=43%, list=9%, signal=40%","Me1_v2_0102570/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0208550/Me1_v2_0171870/Me1_v2_0083500/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720"
"GO:0004888","GO:0004888","transmembrane signaling receptor activity",64,0.507329003258199,1.8625040067665,0.000359125148668607,0.00724495952096669,0.00605116287878683,2092,"tags=33%, list=12%, signal=29%","Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0165890/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0216470/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0189250/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0200690/Me1_v2_0213250/Me1_v2_0025770/Me1_v2_0133100/Me1_v2_0135050"
"GO:0016668","GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",22,-0.718123032588409,-1.8979459489928,0.000364269461267556,0.00729587179977609,0.00609368602756555,3748,"tags=59%, list=21%, signal=47%","Me1_v2_0035950/Me1_v2_0141810/Me1_v2_0116120/Me1_v2_0203040/Me1_v2_0108320/Me1_v2_0109190/Me1_v2_0229810/Me1_v2_0227320/Me1_v2_0086670/Me1_v2_0073890/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0207660"
"GO:0003735","GO:0003735","structural constituent of ribosome",112,-0.478715967308448,-1.71107971213209,0.000367130700496283,0.00730065621558324,0.00609768208568639,1661,"tags=8%, list=9%, signal=7%","Me1_v2_0037540/Me1_v2_0150770/Me1_v2_0058200/Me1_v2_0222850/Me1_v2_0042220/Me1_v2_0040030/Me1_v2_0042190/Me1_v2_0042210/Me1_v2_0042230"
"GO:0044391","GO:0044391","ribosomal subunit",104,-0.49108326016512,-1.73394468333124,0.000374161414334861,0.00738769771282448,0.0061703812188556,1661,"tags=9%, list=9%, signal=8%","Me1_v2_0037540/Me1_v2_0150770/Me1_v2_0127890/Me1_v2_0222850/Me1_v2_0042220/Me1_v2_0040250/Me1_v2_0042190/Me1_v2_0042210/Me1_v2_0042230"
"GO:0046914","GO:0046914","transition metal ion binding",215,-0.413678061374115,-1.59344372682149,0.000377155713978201,0.00739437681489655,0.0061759597641056,3826,"tags=29%, list=21%, signal=23%","Me1_v2_0178260/Me1_v2_0200870/Me1_v2_0092900/Me1_v2_0035210/Me1_v2_0219610/Me1_v2_0182580/Me1_v2_0066380/Me1_v2_0086540/Me1_v2_0055090/Me1_v2_0060990/Me1_v2_0223910/Me1_v2_0004540/Me1_v2_0199450/Me1_v2_0178300/Me1_v2_0055910/Me1_v2_0050020/Me1_v2_0079820/Me1_v2_0080530/Me1_v2_0139670/Me1_v2_0069190/Me1_v2_0179600/Me1_v2_0027980/Me1_v2_0014470/Me1_v2_0181870/Me1_v2_0111210/Me1_v2_0211480/Me1_v2_0068030/Me1_v2_0213190/Me1_v2_0219020/Me1_v2_0039180/Me1_v2_0029610/Me1_v2_0226620/Me1_v2_0181880/Me1_v2_0235060/Me1_v2_0232560/Me1_v2_0029830/Me1_v2_0218030/Me1_v2_0075480/Me1_v2_0215530/Me1_v2_0122310/Me1_v2_0206380/Me1_v2_0080930/Me1_v2_0127850/Me1_v2_0230680/Me1_v2_0058420/Me1_v2_0168570/Me1_v2_0208220/Me1_v2_0120920/Me1_v2_0166440/Me1_v2_0033760/Me1_v2_0228630/Me1_v2_0065270/Me1_v2_0230690/Me1_v2_0050690/Me1_v2_0050320/Me1_v2_0085130/Me1_v2_0078270/Me1_v2_0058210/Me1_v2_0085320/Me1_v2_0158170/Me1_v2_0085310/Me1_v2_0207400/Me1_v2_0064300"
"GO:0060089","GO:0060089","molecular transducer activity",85,0.464274539967269,1.80399503009853,0.000381968015538653,0.00743635633048679,0.00621102205612723,2903,"tags=36%, list=16%, signal=31%","Me1_v2_0165900/Me1_v2_0059560/Me1_v2_0064250/Me1_v2_0028960/Me1_v2_0165890/Me1_v2_0116530/Me1_v2_0120270/Me1_v2_0079450/Me1_v2_0216470/Me1_v2_0219670/Me1_v2_0200700/Me1_v2_0061590/Me1_v2_0151200/Me1_v2_0189250/Me1_v2_0135000/Me1_v2_0118210/Me1_v2_0135010/Me1_v2_0078420/Me1_v2_0200690/Me1_v2_0213250/Me1_v2_0061560/Me1_v2_0025770/Me1_v2_0096350/Me1_v2_0133100/Me1_v2_0116850/Me1_v2_0135050/Me1_v2_0023060/Me1_v2_0105490/Me1_v2_0135040/Me1_v2_0044430/Me1_v2_0150020"
"GO:0044070","GO:0044070","regulation of anion transport",13,0.772876132570074,1.88276417334327,0.000391017196986183,0.00755966580839955,0.00631401307121695,2268,"tags=54%, list=13%, signal=47%","Me1_v2_0063070/Me1_v2_0152070/Me1_v2_0050840/Me1_v2_0184250/Me1_v2_0061560/Me1_v2_0096350/Me1_v2_0023060"
"GO:0016413","GO:0016413","O-acetyltransferase activity",20,0.714878094632967,1.97627818902647,0.000436663411676635,0.00813804738408035,0.00679709114921109,1958,"tags=55%, list=11%, signal=49%","Me1_v2_0074360/Me1_v2_0080480/Me1_v2_0052450/Me1_v2_0084240/Me1_v2_0086270/Me1_v2_0080470/Me1_v2_0171370/Me1_v2_0112200/Me1_v2_0112180/Me1_v2_0200920/Me1_v2_0154930"
"GO:0000776","GO:0000776","kinetochore",29,0.638859616054241,1.95182847684366,0.000433882718580925,0.00813804738408035,0.00679709114921109,1807,"tags=34%, list=10%, signal=31%","Me1_v2_0197210/Me1_v2_0049230/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0146380/Me1_v2_0051720/Me1_v2_0218700/Me1_v2_0023820/Me1_v2_0131200"
"GO:0005342","GO:0005342","organic acid transmembrane transporter activity",50,0.546170272536457,1.92705837020522,0.000444318679015881,0.00813804738408035,0.00679709114921109,4286,"tags=54%, list=24%, signal=41%","Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0150370/Me1_v2_0059580/Me1_v2_0086290/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0113180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0108970/Me1_v2_0031790/Me1_v2_0180680"
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity",50,0.546170272536457,1.92705837020522,0.000444318679015881,0.00813804738408035,0.00679709114921109,4286,"tags=54%, list=24%, signal=41%","Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0150370/Me1_v2_0059580/Me1_v2_0086290/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0113180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0108970/Me1_v2_0031790/Me1_v2_0180680"
"GO:1903825","GO:1903825","organic acid transmembrane transport",50,0.546170272536457,1.92705837020522,0.000444318679015881,0.00813804738408035,0.00679709114921109,4286,"tags=54%, list=24%, signal=41%","Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0150370/Me1_v2_0059580/Me1_v2_0086290/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0113180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0108970/Me1_v2_0031790/Me1_v2_0180680"
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport",50,0.546170272536457,1.92705837020522,0.000444318679015881,0.00813804738408035,0.00679709114921109,4286,"tags=54%, list=24%, signal=41%","Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0150370/Me1_v2_0059580/Me1_v2_0086290/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0113180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0108970/Me1_v2_0031790/Me1_v2_0180680"
"GO:0034644","GO:0034644","cellular response to UV",33,-0.64028369002814,-1.85692353159053,0.000438746203736802,0.00813804738408035,0.00679709114921109,1812,"tags=33%, list=10%, signal=30%","Me1_v2_0179690/Me1_v2_0102570/Me1_v2_0080930/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0171870/Me1_v2_0134820/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720"
"GO:0005794","GO:0005794","Golgi apparatus",448,0.292665123996139,1.37414721721945,0.000442744160684838,0.00813804738408035,0.00679709114921109,3510,"tags=27%, list=20%, signal=22%","Me1_v2_0060490/Me1_v2_0163130/Me1_v2_0139860/Me1_v2_0165050/Me1_v2_0109090/Me1_v2_0028130/Me1_v2_0201430/Me1_v2_0223490/Me1_v2_0151580/Me1_v2_0049660/Me1_v2_0099440/Me1_v2_0121180/Me1_v2_0074360/Me1_v2_0000520/Me1_v2_0120270/Me1_v2_0146380/Me1_v2_0122720/Me1_v2_0010690/Me1_v2_0080480/Me1_v2_0102220/Me1_v2_0127880/Me1_v2_0016660/Me1_v2_0052450/Me1_v2_0084240/Me1_v2_0086270/Me1_v2_0080470/Me1_v2_0171370/Me1_v2_0112200/Me1_v2_0077970/Me1_v2_0115510/Me1_v2_0018660/Me1_v2_0013830/Me1_v2_0230340/Me1_v2_0085530/Me1_v2_0214300/Me1_v2_0112180/Me1_v2_0159390/Me1_v2_0213210/Me1_v2_0213720/Me1_v2_0155830/Me1_v2_0093050/Me1_v2_0141590/Me1_v2_0102230/Me1_v2_0160130/Me1_v2_0007660/Me1_v2_0177830/Me1_v2_0091880/Me1_v2_0016570/Me1_v2_0231460/Me1_v2_0173170/Me1_v2_0096350/Me1_v2_0061280/Me1_v2_0102240/Me1_v2_0118710/Me1_v2_0189210/Me1_v2_0154230/Me1_v2_0014740/Me1_v2_0200920/Me1_v2_0137240/Me1_v2_0212020/Me1_v2_0154930/Me1_v2_0156630/Me1_v2_0079960/Me1_v2_0165780/Me1_v2_0159710/Me1_v2_0005560/Me1_v2_0137470/Me1_v2_0144870/Me1_v2_0118700/Me1_v2_0101110/Me1_v2_0060770/Me1_v2_0142830/Me1_v2_0023060/Me1_v2_0176720/Me1_v2_0231000/Me1_v2_0228390/Me1_v2_0207410/Me1_v2_0226380/Me1_v2_0008690/Me1_v2_0177750/Me1_v2_0096920/Me1_v2_0221440/Me1_v2_0151560/Me1_v2_0076850/Me1_v2_0175590/Me1_v2_0173280/Me1_v2_0223340/Me1_v2_0005860/Me1_v2_0187820/Me1_v2_0189500/Me1_v2_0211520/Me1_v2_0059070/Me1_v2_0121650/Me1_v2_0083980/Me1_v2_0160180/Me1_v2_0127710/Me1_v2_0186370/Me1_v2_0089750/Me1_v2_0195310/Me1_v2_0132950/Me1_v2_0186260/Me1_v2_0034030/Me1_v2_0221340/Me1_v2_0234060/Me1_v2_0185320/Me1_v2_0151370/Me1_v2_0206170/Me1_v2_0011560/Me1_v2_0143920/Me1_v2_0115520/Me1_v2_0127970/Me1_v2_0151270/Me1_v2_0152850/Me1_v2_0224290/Me1_v2_0119880/Me1_v2_0010290/Me1_v2_0115810/Me1_v2_0096460/Me1_v2_0022610/Me1_v2_0138320"
"GO:0030258","GO:0030258","lipid modification",59,-0.553181134367013,-1.78549347378551,0.000462408274250037,0.00841401722556929,0.00702758773868821,1174,"tags=19%, list=7%, signal=17%","Me1_v2_0120920/Me1_v2_0053830/Me1_v2_0107080/Me1_v2_0197960/Me1_v2_0001920/Me1_v2_0228210/Me1_v2_0078830/Me1_v2_0072050/Me1_v2_0190930/Me1_v2_0159980/Me1_v2_0133400"
"GO:0047134","GO:0047134","protein-disulfide reductase (NAD(P)) activity",13,-0.797410525488504,-1.85043043517924,0.000485680030705705,0.00878008574990054,0.00733333689561793,2810,"tags=69%, list=16%, signal=58%","Me1_v2_0203040/Me1_v2_0109190/Me1_v2_0229810/Me1_v2_0227320/Me1_v2_0086670/Me1_v2_0073890/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0207660"
"GO:0022626","GO:0022626","cytosolic ribosome",125,-0.454264515309277,-1.65076811522508,0.000506478096544673,0.0090970001340669,0.00759803134307085,969,"tags=8%, list=5%, signal=8%","Me1_v2_0127890/Me1_v2_0050320/Me1_v2_0222850/Me1_v2_0188340/Me1_v2_0042220/Me1_v2_0085320/Me1_v2_0085310/Me1_v2_0040250/Me1_v2_0042210/Me1_v2_0042230"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",38,0.579951167576357,1.90500944993063,0.000539326196645403,0.00944329642428177,0.00788726625878646,1180,"tags=18%, list=7%, signal=17%","Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0038920/Me1_v2_0212290/Me1_v2_0103410/Me1_v2_0218700"
"GO:0006734","GO:0006734","NADH metabolic process",12,-0.794171059667809,-1.80202844111931,0.000538241220942769,0.00944329642428177,0.00788726625878646,1636,"tags=42%, list=9%, signal=38%","Me1_v2_0156110/Me1_v2_0013170/Me1_v2_0057110/Me1_v2_0102400/Me1_v2_0094380"
"GO:0007346","GO:0007346","regulation of mitotic cell cycle",78,0.463076056301398,1.77375111025388,0.000536370239610228,0.00944329642428177,0.00788726625878646,1180,"tags=13%, list=7%, signal=12%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0202620/Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0038920/Me1_v2_0212290/Me1_v2_0103410/Me1_v2_0218700"
"GO:0034470","GO:0034470","ncRNA processing",250,0.331622612127228,1.46143452793833,0.000536505707306706,0.00944329642428177,0.00788726625878646,4550,"tags=34%, list=25%, signal=26%","Me1_v2_0173910/Me1_v2_0157370/Me1_v2_0014410/Me1_v2_0234290/Me1_v2_0024330/Me1_v2_0068970/Me1_v2_0068960/Me1_v2_0068950/Me1_v2_0215940/Me1_v2_0065250/Me1_v2_0044980/Me1_v2_0163010/Me1_v2_0176810/Me1_v2_0006500/Me1_v2_0222830/Me1_v2_0205630/Me1_v2_0208030/Me1_v2_0060720/Me1_v2_0036540/Me1_v2_0060710/Me1_v2_0127840/Me1_v2_0228420/Me1_v2_0033080/Me1_v2_0092620/Me1_v2_0105230/Me1_v2_0168440/Me1_v2_0105220/Me1_v2_0028830/Me1_v2_0199170/Me1_v2_0206070/Me1_v2_0181670/Me1_v2_0128930/Me1_v2_0121090/Me1_v2_0163100/Me1_v2_0217140/Me1_v2_0025710/Me1_v2_0199770/Me1_v2_0128290/Me1_v2_0121390/Me1_v2_0017450/Me1_v2_0077340/Me1_v2_0158710/Me1_v2_0181650/Me1_v2_0054680/Me1_v2_0054120/Me1_v2_0199160/Me1_v2_0113620/Me1_v2_0184590/Me1_v2_0181660/Me1_v2_0066590/Me1_v2_0023900/Me1_v2_0113630/Me1_v2_0124270/Me1_v2_0007620/Me1_v2_0218560/Me1_v2_0124280/Me1_v2_0029220/Me1_v2_0067120/Me1_v2_0224450/Me1_v2_0198740/Me1_v2_0100020/Me1_v2_0119810/Me1_v2_0022670/Me1_v2_0000560/Me1_v2_0113610/Me1_v2_0206100/Me1_v2_0226730/Me1_v2_0024990/Me1_v2_0163110/Me1_v2_0160760/Me1_v2_0132280/Me1_v2_0024050/Me1_v2_0163820/Me1_v2_0134340/Me1_v2_0093890/Me1_v2_0067110/Me1_v2_0088140/Me1_v2_0207430/Me1_v2_0095030/Me1_v2_0199150/Me1_v2_0069260/Me1_v2_0032090/Me1_v2_0146840/Me1_v2_0031190/Me1_v2_0029410/Me1_v2_0158290"
"GO:0010359","GO:0010359","regulation of anion channel activity",12,0.778298462831258,1.87697596597784,0.000579855145828201,0.00979550917748139,0.0081814427454085,2268,"tags=58%, list=13%, signal=51%","Me1_v2_0063070/Me1_v2_0152070/Me1_v2_0050840/Me1_v2_0184250/Me1_v2_0061560/Me1_v2_0096350/Me1_v2_0023060"
"GO:1903959","GO:1903959","regulation of anion transmembrane transport",12,0.778298462831258,1.87697596597784,0.000579855145828201,0.00979550917748139,0.0081814427454085,2268,"tags=58%, list=13%, signal=51%","Me1_v2_0063070/Me1_v2_0152070/Me1_v2_0050840/Me1_v2_0184250/Me1_v2_0061560/Me1_v2_0096350/Me1_v2_0023060"
"GO:0009524","GO:0009524","phragmoplast",51,0.529711519555515,1.86989349719985,0.000570644382077646,0.00979550917748139,0.0081814427454085,5612,"tags=57%, list=31%, signal=39%","Me1_v2_0098780/Me1_v2_0018840/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0217170/Me1_v2_0051720/Me1_v2_0023820/Me1_v2_0213580/Me1_v2_0173130/Me1_v2_0081500/Me1_v2_0173120/Me1_v2_0107850/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0055780/Me1_v2_0051690/Me1_v2_0063980/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0063990/Me1_v2_0037650/Me1_v2_0205200/Me1_v2_0071530/Me1_v2_0060740/Me1_v2_0051710/Me1_v2_0150610/Me1_v2_0167840/Me1_v2_0040650"
"GO:0015849","GO:0015849","organic acid transport",58,0.506437597262734,1.84452924527871,0.000584071308714767,0.00979550917748139,0.0081814427454085,4286,"tags=47%, list=24%, signal=36%","Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0150370/Me1_v2_0059580/Me1_v2_0086290/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0113180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0108970/Me1_v2_0031790/Me1_v2_0180680"
"GO:0046942","GO:0046942","carboxylic acid transport",58,0.506437597262734,1.84452924527871,0.000584071308714767,0.00979550917748139,0.0081814427454085,4286,"tags=47%, list=24%, signal=36%","Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0150370/Me1_v2_0059580/Me1_v2_0086290/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0113180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0108970/Me1_v2_0031790/Me1_v2_0180680"
"GO:0005819","GO:0005819","spindle",67,0.482510523011247,1.79395022564254,0.000581839763669084,0.00979550917748139,0.0081814427454085,5315,"tags=49%, list=30%, signal=35%","Me1_v2_0197210/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0030690/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0217170/Me1_v2_0051720/Me1_v2_0235070/Me1_v2_0023820/Me1_v2_0213580/Me1_v2_0081500/Me1_v2_0221780/Me1_v2_0118170/Me1_v2_0107850/Me1_v2_0149020/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0055780/Me1_v2_0064010/Me1_v2_0051690/Me1_v2_0187960/Me1_v2_0092270/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0136470/Me1_v2_0037650/Me1_v2_0215200/Me1_v2_0091290/Me1_v2_0060740/Me1_v2_0051710"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",79,-0.517750230875965,-1.75083468665163,0.00057677711578061,0.00979550917748139,0.0081814427454085,3311,"tags=37%, list=18%, signal=30%","Me1_v2_0172710/Me1_v2_0043880/Me1_v2_0185870/Me1_v2_0123990/Me1_v2_0079820/Me1_v2_0080530/Me1_v2_0014470/Me1_v2_0204500/Me1_v2_0111210/Me1_v2_0068030/Me1_v2_0029610/Me1_v2_0033430/Me1_v2_0056060/Me1_v2_0156110/Me1_v2_0232730/Me1_v2_0097530/Me1_v2_0168570/Me1_v2_0208220/Me1_v2_0064410/Me1_v2_0063510/Me1_v2_0165500/Me1_v2_0228450/Me1_v2_0194020/Me1_v2_0041870/Me1_v2_0094380/Me1_v2_0158220/Me1_v2_0031590/Me1_v2_0038880/Me1_v2_0203050"
"GO:0015291","GO:0015291","secondary active transmembrane transporter activity",76,0.466897038554438,1.7682226559334,0.000606969055787682,0.0101185739599575,0.00845127415212726,3598,"tags=42%, list=20%, signal=34%","Me1_v2_0140510/Me1_v2_0207960/Me1_v2_0123370/Me1_v2_0084450/Me1_v2_0054010/Me1_v2_0223490/Me1_v2_0099180/Me1_v2_0169500/Me1_v2_0026290/Me1_v2_0064720/Me1_v2_0060040/Me1_v2_0155960/Me1_v2_0206910/Me1_v2_0130420/Me1_v2_0085530/Me1_v2_0033750/Me1_v2_0122540/Me1_v2_0155830/Me1_v2_0101470/Me1_v2_0154230/Me1_v2_0165780/Me1_v2_0034250/Me1_v2_0015190/Me1_v2_0132310/Me1_v2_0192250/Me1_v2_0141360/Me1_v2_0160180/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0022610/Me1_v2_0032470"
