"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903426","GO:1903426","regulation of reactive oxygen species biosynthetic process","6/446","12/5408",0.000182858550810033,0.00663668975587001,0.00630286439324571,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0184520",6
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","6/446","12/5408",0.000182858550810033,0.00663668975587001,0.00630286439324571,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0184520",6
"GO:0009645","GO:0009645","response to low light intensity stimulus","7/446","17/5408",0.000231918096334085,0.00825539223681523,0.00784014617161787,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0125070/Me1_v2_0184520",7
"GO:0005759","GO:0005759","mitochondrial matrix","16/446","74/5408",0.000265496603738159,0.00913064404612863,0.00867137283234372,"Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0207400/Me1_v2_0085320/Me1_v2_0166130/Me1_v2_0128150/Me1_v2_0036840/Me1_v2_0194020/Me1_v2_0050320/Me1_v2_0102400/Me1_v2_0124530/Me1_v2_0125100/Me1_v2_0207950",16
"GO:0008236","GO:0008236","serine-type peptidase activity","9/446","28/5408",0.000271304928437101,0.00913064404612863,0.00867137283234372,"Me1_v2_0067060/Me1_v2_0109090/Me1_v2_0078350/Me1_v2_0081390/Me1_v2_0032910/Me1_v2_0081400/Me1_v2_0179300/Me1_v2_0122720/Me1_v2_0233730",9
"GO:0017171","GO:0017171","serine hydrolase activity","9/446","28/5408",0.000271304928437101,0.00913064404612863,0.00867137283234372,"Me1_v2_0067060/Me1_v2_0109090/Me1_v2_0078350/Me1_v2_0081390/Me1_v2_0032910/Me1_v2_0081400/Me1_v2_0179300/Me1_v2_0122720/Me1_v2_0233730",9
"GO:0072523","GO:0072523","purine-containing compound catabolic process","6/446","13/5408",0.000316093430307101,0.0104480167767579,0.00992248174084322,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840/Me1_v2_0205230/Me1_v2_0219920",6
"GO:0006631","GO:0006631","fatty acid metabolic process","19/446","100/5408",0.000428996526267888,0.0139310977214361,0.013230363783331,"Me1_v2_0213110/Me1_v2_0133400/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0131420/Me1_v2_0078830/Me1_v2_0228210/Me1_v2_0122150/Me1_v2_0001920/Me1_v2_0091280/Me1_v2_0197960/Me1_v2_0094600/Me1_v2_0206010/Me1_v2_0107080/Me1_v2_0155080/Me1_v2_0124950/Me1_v2_0053830/Me1_v2_0120920",19
"GO:0015994","GO:0015994","chlorophyll metabolic process","10/446","36/5408",0.000470684660451966,0.0150213328706308,0.0142657601262211,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0226280/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0094600/Me1_v2_0189820/Me1_v2_0107390/Me1_v2_0122130/Me1_v2_0107380",10
"GO:0030104","GO:0030104","water homeostasis","6/446","14/5408",0.000514942474857697,0.0160233366785408,0.015217363162537,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0184520",6
"GO:0009699","GO:0009699","phenylpropanoid biosynthetic process","7/446","19/5408",0.000519395030098567,0.0160233366785408,0.015217363162537,"Me1_v2_0074290/Me1_v2_0213110/Me1_v2_0074320/Me1_v2_0131420/Me1_v2_0124740/Me1_v2_0124780/Me1_v2_0061010",7
"GO:0015996","GO:0015996","chlorophyll catabolic process","6/446","15/5408",0.00079903126350869,0.0238549494960417,0.0226550460111972,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0122130",6
"GO:0046149","GO:0046149","pigment catabolic process","6/446","15/5408",0.00079903126350869,0.0238549494960417,0.0226550460111972,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0122130",6
"GO:0009637","GO:0009637","response to blue light","12/446","52/5408",0.000833474528483637,0.0244882754321145,0.0232565156652911,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0073130/Me1_v2_0207470/Me1_v2_0124370/Me1_v2_0111850/Me1_v2_0171870/Me1_v2_0184520",12
"GO:1901575","GO:1901575","organic substance catabolic process","60/446","493/5408",0.00102593819022782,0.0296720560954952,0.0281795522644812,"Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0133400/Me1_v2_0201020/Me1_v2_0215170/Me1_v2_0067060/Me1_v2_0199720/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0155600/Me1_v2_0039210/Me1_v2_0072050/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0133170/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0085320/Me1_v2_0052020/Me1_v2_0167270/Me1_v2_0234360/Me1_v2_0078830/Me1_v2_0096810/Me1_v2_0082010/Me1_v2_0228210/Me1_v2_0036840/Me1_v2_0181120/Me1_v2_0001920/Me1_v2_0128130/Me1_v2_0096800/Me1_v2_0197960/Me1_v2_0208800/Me1_v2_0050320/Me1_v2_0081590/Me1_v2_0185560/Me1_v2_0189820/Me1_v2_0084470/Me1_v2_0185570/Me1_v2_0078350/Me1_v2_0137350/Me1_v2_0107080/Me1_v2_0149680/Me1_v2_0122130/Me1_v2_0027320/Me1_v2_0224050/Me1_v2_0205230/Me1_v2_0163300/Me1_v2_0096780/Me1_v2_0207950/Me1_v2_0053830/Me1_v2_0143900/Me1_v2_0199630/Me1_v2_0219920/Me1_v2_0120920/Me1_v2_0233730/Me1_v2_0099360/Me1_v2_0205640",60
"GO:1901565","GO:1901565","organonitrogen compound catabolic process","40/446","297/5408",0.00113520469952381,0.0323271369049012,0.0307010825620206,"Me1_v2_0233240/Me1_v2_0233250/Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0201020/Me1_v2_0215170/Me1_v2_0067060/Me1_v2_0199720/Me1_v2_0155600/Me1_v2_0039210/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0085320/Me1_v2_0052020/Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0036840/Me1_v2_0181120/Me1_v2_0128130/Me1_v2_0208800/Me1_v2_0050320/Me1_v2_0081590/Me1_v2_0185560/Me1_v2_0189820/Me1_v2_0084470/Me1_v2_0185570/Me1_v2_0078350/Me1_v2_0137350/Me1_v2_0149680/Me1_v2_0122130/Me1_v2_0224050/Me1_v2_0205230/Me1_v2_0207950/Me1_v2_0199630/Me1_v2_0219920/Me1_v2_0233730/Me1_v2_0205640",40
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","28/446","186/5408",0.00118602931892417,0.0324033178715369,0.0307734316275508,"Me1_v2_0213110/Me1_v2_0185340/Me1_v2_0210340/Me1_v2_0133400/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0061830/Me1_v2_0131420/Me1_v2_0102850/Me1_v2_0052020/Me1_v2_0078830/Me1_v2_0038880/Me1_v2_0228210/Me1_v2_0122150/Me1_v2_0158220/Me1_v2_0181120/Me1_v2_0001920/Me1_v2_0091280/Me1_v2_0197960/Me1_v2_0094600/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0107080/Me1_v2_0155080/Me1_v2_0124950/Me1_v2_0053830/Me1_v2_0120920",28
"GO:0006787","GO:0006787","porphyrin-containing compound catabolic process","6/446","16/5408",0.00119039741505376,0.0324033178715369,0.0307734316275508,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0122130",6
"GO:0033015","GO:0033015","tetrapyrrole catabolic process","6/446","16/5408",0.00119039741505376,0.0324033178715369,0.0307734316275508,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0189820/Me1_v2_0122130",6
"GO:0030258","GO:0030258","lipid modification","12/446","55/5408",0.00141169926706864,0.0378703672948413,0.0359654885736785,"Me1_v2_0133400/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0078830/Me1_v2_0228210/Me1_v2_0001920/Me1_v2_0197960/Me1_v2_0232170/Me1_v2_0107080/Me1_v2_0053830/Me1_v2_0120920",12
"GO:0006778","GO:0006778","porphyrin-containing compound metabolic process","11/446","48/5408",0.00144941456198297,0.0383266622032926,0.0363988318573168,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0226280/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0094600/Me1_v2_0189820/Me1_v2_0107390/Me1_v2_0122130/Me1_v2_0107380/Me1_v2_0179210",11
"GO:0009266","GO:0009266","response to temperature stimulus","35/446","254/5408",0.00154299594012028,0.0402265561290513,0.038203161156425,"Me1_v2_0224350/Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0114600/Me1_v2_0148440/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0164230/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0073130/Me1_v2_0207470/Me1_v2_0057530/Me1_v2_0125070/Me1_v2_0083500/Me1_v2_0155410/Me1_v2_0228450/Me1_v2_0094600/Me1_v2_0216780/Me1_v2_0171870/Me1_v2_0124990/Me1_v2_0223600/Me1_v2_0124780/Me1_v2_0065270/Me1_v2_0103310/Me1_v2_0067870/Me1_v2_0184520/Me1_v2_0199630/Me1_v2_0064410/Me1_v2_0189010/Me1_v2_0057820/Me1_v2_0196690",35
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","14/446","71/5408",0.00165578743340011,0.0422210553537465,0.0400973371098164,"Me1_v2_0185340/Me1_v2_0074320/Me1_v2_0078830/Me1_v2_0038880/Me1_v2_0122150/Me1_v2_0158220/Me1_v2_0162930/Me1_v2_0128130/Me1_v2_0112000/Me1_v2_0204130/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0075340/Me1_v2_0196170",14
"GO:0004252","GO:0004252","serine-type endopeptidase activity","6/446","17/5408",0.00171320431617358,0.0422210553537465,0.0400973371098164,"Me1_v2_0109090/Me1_v2_0078350/Me1_v2_0081390/Me1_v2_0032910/Me1_v2_0081400/Me1_v2_0122720",6
"GO:0005811","GO:0005811","lipid droplet","6/446","17/5408",0.00171320431617358,0.0422210553537465,0.0400973371098164,"Me1_v2_0192480/Me1_v2_0096810/Me1_v2_0096800/Me1_v2_0060660/Me1_v2_0027320/Me1_v2_0096780",6
"GO:0051983","GO:0051983","regulation of chromosome segregation","6/446","17/5408",0.00171320431617358,0.0422210553537465,0.0400973371098164,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0109700/Me1_v2_0146380",6
"GO:0033013","GO:0033013","tetrapyrrole metabolic process","11/446","49/5408",0.00173354954450823,0.0422210553537465,0.0400973371098164,"Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0226280/Me1_v2_0115590/Me1_v2_0128130/Me1_v2_0094600/Me1_v2_0189820/Me1_v2_0107390/Me1_v2_0122130/Me1_v2_0107380/Me1_v2_0179210",11
"GO:0070141","GO:0070141","response to UV-A","5/446","12/5408",0.00181309757522315,0.0430262001504879,0.0408619831393072,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0134820/Me1_v2_0171870",5
"GO:0071492","GO:0071492","cellular response to UV-A","5/446","12/5408",0.00181309757522315,0.0430262001504879,0.0408619831393072,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0134820/Me1_v2_0171870",5
"GO:0009639","GO:0009639","response to red or far red light","15/446","82/5408",0.00250741005006444,0.0587495696540415,0.0557944674697883,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0073130/Me1_v2_0207470/Me1_v2_0124370/Me1_v2_0111850/Me1_v2_0187160/Me1_v2_0171870/Me1_v2_0215600/Me1_v2_0184520/Me1_v2_0221950",15
"GO:0010345","GO:0010345","suberin biosynthetic process","5/446","13/5408",0.00274872516579568,0.0635986285235975,0.0603996187747208,"Me1_v2_0213110/Me1_v2_0131420/Me1_v2_0124740/Me1_v2_0124780/Me1_v2_0061010",5
"GO:0006855","GO:0006855","xenobiotic transmembrane transport","8/446","31/5408",0.00290040198479704,0.0662795564673991,0.0629456960963101,"Me1_v2_0228210/Me1_v2_0113940/Me1_v2_0076660/Me1_v2_0177460/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0234230",8
"GO:0006979","GO:0006979","response to oxidative stress","27/446","189/5408",0.00312778064522228,0.0706039265159322,0.0670525504174738,"Me1_v2_0214160/Me1_v2_0214180/Me1_v2_0214100/Me1_v2_0103200/Me1_v2_0111960/Me1_v2_0202110/Me1_v2_0129030/Me1_v2_0133170/Me1_v2_0120640/Me1_v2_0166130/Me1_v2_0083500/Me1_v2_0078270/Me1_v2_0188340/Me1_v2_0122760/Me1_v2_0114060/Me1_v2_0094600/Me1_v2_0124990/Me1_v2_0088300/Me1_v2_0191160/Me1_v2_0065270/Me1_v2_0183150/Me1_v2_0216110/Me1_v2_0140300/Me1_v2_0153960/Me1_v2_0140790/Me1_v2_0162590/Me1_v2_0134740",27
"GO:0009698","GO:0009698","phenylpropanoid metabolic process","7/446","25/5408",0.00320771477620892,0.0715359042260568,0.0679376496673291,"Me1_v2_0074290/Me1_v2_0213110/Me1_v2_0074320/Me1_v2_0131420/Me1_v2_0124740/Me1_v2_0124780/Me1_v2_0061010",7
"GO:0044273","GO:0044273","sulfur compound catabolic process","6/446","19/5408",0.00325832241720269,0.0717994618362165,0.0681879503349436,"Me1_v2_0199720/Me1_v2_0155600/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840/Me1_v2_0181120",6
"GO:0071486","GO:0071486","cellular response to high light intensity","5/446","14/5408",0.00398971554965011,0.0868819233223807,0.0825117643085534,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0134820/Me1_v2_0171870",5
"GO:0010030","GO:0010030","positive regulation of seed germination","6/446","20/5408",0.00433630812661962,0.0922586935904933,0.0876180831391987,"Me1_v2_0080920/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870",6
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","6/446","20/5408",0.00433630812661962,0.0922586935904933,0.0876180831391987,"Me1_v2_0199720/Me1_v2_0155600/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0036840/Me1_v2_0137350",6
"GO:0009526","GO:0009526","plastid envelope","51/446","433/5408",0.00491087640689541,0.103295820785948,0.0981000430564036,"Me1_v2_0224350/Me1_v2_0215160/Me1_v2_0045960/Me1_v2_0114600/Me1_v2_0075470/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0154240/Me1_v2_0215170/Me1_v2_0232180/Me1_v2_0155600/Me1_v2_0215180/Me1_v2_0193540/Me1_v2_0042170/Me1_v2_0040250/Me1_v2_0226280/Me1_v2_0227980/Me1_v2_0065960/Me1_v2_0073130/Me1_v2_0057530/Me1_v2_0042180/Me1_v2_0147800/Me1_v2_0000370/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0083500/Me1_v2_0111850/Me1_v2_0147810/Me1_v2_0122760/Me1_v2_0094600/Me1_v2_0189820/Me1_v2_0111760/Me1_v2_0081390/Me1_v2_0122130/Me1_v2_0155080/Me1_v2_0216110/Me1_v2_0032910/Me1_v2_0007500/Me1_v2_0127890/Me1_v2_0081400/Me1_v2_0067870/Me1_v2_0121000/Me1_v2_0125100/Me1_v2_0184520/Me1_v2_0122920/Me1_v2_0141650/Me1_v2_0179210/Me1_v2_0233210/Me1_v2_0196170/Me1_v2_0064410/Me1_v2_0196690",51
"GO:0009941","GO:0009941","chloroplast envelope","49/446","414/5408",0.00528146045636726,0.107816817568292,0.102393633790581,"Me1_v2_0224350/Me1_v2_0215160/Me1_v2_0045960/Me1_v2_0114600/Me1_v2_0075470/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0154240/Me1_v2_0215170/Me1_v2_0232180/Me1_v2_0155600/Me1_v2_0215180/Me1_v2_0193540/Me1_v2_0042170/Me1_v2_0040250/Me1_v2_0226280/Me1_v2_0227980/Me1_v2_0065960/Me1_v2_0073130/Me1_v2_0057530/Me1_v2_0042180/Me1_v2_0147800/Me1_v2_0000370/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0083500/Me1_v2_0111850/Me1_v2_0147810/Me1_v2_0122760/Me1_v2_0094600/Me1_v2_0189820/Me1_v2_0111760/Me1_v2_0081390/Me1_v2_0122130/Me1_v2_0155080/Me1_v2_0216110/Me1_v2_0032910/Me1_v2_0007500/Me1_v2_0127890/Me1_v2_0081400/Me1_v2_0067870/Me1_v2_0121000/Me1_v2_0125100/Me1_v2_0184520/Me1_v2_0122920/Me1_v2_0141650/Me1_v2_0179210/Me1_v2_0233210/Me1_v2_0064410",49
"GO:0071215","GO:0071215","cellular response to abscisic acid stimulus","16/446","97/5408",0.00535242111551956,0.107816817568292,0.102393633790581,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0161230",16
"GO:0097306","GO:0097306","cellular response to alcohol","16/446","97/5408",0.00535242111551956,0.107816817568292,0.102393633790581,"Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0180850/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0161230",16
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","12/446","64/5408",0.00535880454688432,0.107816817568292,0.102393633790581,"Me1_v2_0185340/Me1_v2_0074320/Me1_v2_0078830/Me1_v2_0122150/Me1_v2_0162930/Me1_v2_0128130/Me1_v2_0112000/Me1_v2_0204130/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0075340/Me1_v2_0196170",12
"GO:0044248","GO:0044248","cellular catabolic process","54/446","468/5408",0.00587218032479045,0.116875330980507,0.110996504158461,"Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0133400/Me1_v2_0215170/Me1_v2_0067060/Me1_v2_0199720/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0155600/Me1_v2_0039210/Me1_v2_0072050/Me1_v2_0215180/Me1_v2_0199730/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0085320/Me1_v2_0052020/Me1_v2_0167270/Me1_v2_0234360/Me1_v2_0078830/Me1_v2_0096810/Me1_v2_0082010/Me1_v2_0228210/Me1_v2_0036840/Me1_v2_0181120/Me1_v2_0001920/Me1_v2_0128130/Me1_v2_0059000/Me1_v2_0096800/Me1_v2_0197960/Me1_v2_0050320/Me1_v2_0081590/Me1_v2_0185560/Me1_v2_0189820/Me1_v2_0084470/Me1_v2_0185570/Me1_v2_0137350/Me1_v2_0107080/Me1_v2_0149680/Me1_v2_0122130/Me1_v2_0027320/Me1_v2_0224050/Me1_v2_0205230/Me1_v2_0163300/Me1_v2_0096780/Me1_v2_0207950/Me1_v2_0053830/Me1_v2_0199630/Me1_v2_0219920/Me1_v2_0120920/Me1_v2_0233730/Me1_v2_0099360/Me1_v2_0205640",54
"GO:0005310","GO:0005310","dicarboxylic acid transmembrane transporter activity","4/446","10/5408",0.00641190619021411,0.123629566230066,0.117411001509403,"Me1_v2_0113940/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210",4
"GO:0006835","GO:0006835","dicarboxylic acid transport","4/446","10/5408",0.00641190619021411,0.123629566230066,0.117411001509403,"Me1_v2_0113940/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0233210",4
"GO:0009055","GO:0009055","electron transfer activity","4/446","10/5408",0.00641190619021411,0.123629566230066,0.117411001509403,"Me1_v2_0115590/Me1_v2_0194020/Me1_v2_0120920/Me1_v2_0168570",4
"GO:0009409","GO:0009409","response to cold","24/446","173/5408",0.00752144576727978,0.141772213545728,0.134641074026197,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0148440/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0164230/Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0073130/Me1_v2_0207470/Me1_v2_0057530/Me1_v2_0125070/Me1_v2_0155410/Me1_v2_0228450/Me1_v2_0171870/Me1_v2_0223600/Me1_v2_0065270/Me1_v2_0103310/Me1_v2_0067870/Me1_v2_0184520/Me1_v2_0064410/Me1_v2_0189010/Me1_v2_0057820/Me1_v2_0196690",24
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","5/446","16/5408",0.00758263054620587,0.141772213545728,0.134641074026197,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0109700",5
"GO:0071484","GO:0071484","cellular response to light intensity","5/446","16/5408",0.00758263054620587,0.141772213545728,0.134641074026197,"Me1_v2_0135890/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0134820/Me1_v2_0171870",5
"GO:0006629","GO:0006629","lipid metabolic process","40/446","330/5408",0.00768687682887505,0.142284090102477,0.13512720320233,"Me1_v2_0213110/Me1_v2_0133400/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0131420/Me1_v2_0078830/Me1_v2_0096810/Me1_v2_0228210/Me1_v2_0122150/Me1_v2_0001920/Me1_v2_0096800/Me1_v2_0091280/Me1_v2_0197960/Me1_v2_0112000/Me1_v2_0060660/Me1_v2_0094600/Me1_v2_0206010/Me1_v2_0232170/Me1_v2_0107080/Me1_v2_0138740/Me1_v2_0100110/Me1_v2_0155080/Me1_v2_0140790/Me1_v2_0027320/Me1_v2_0082220/Me1_v2_0121180/Me1_v2_0163300/Me1_v2_0081420/Me1_v2_0124950/Me1_v2_0096780/Me1_v2_0096330/Me1_v2_0167240/Me1_v2_0188630/Me1_v2_0053830/Me1_v2_0141650/Me1_v2_0120920/Me1_v2_0196170/Me1_v2_0163120/Me1_v2_0057820",40
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","6/446","23/5408",0.0091378095152416,0.165416404274095,0.157095962431538,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0137350",6
"GO:0046503","GO:0046503","glycerolipid catabolic process","4/446","11/5408",0.00942794897602161,0.165416404274095,0.157095962431538,"Me1_v2_0096810/Me1_v2_0096800/Me1_v2_0027320/Me1_v2_0096780",4
"GO:0070034","GO:0070034","telomerase RNA binding","4/446","11/5408",0.00942794897602161,0.165416404274095,0.157095962431538,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0212290",4
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","7/446","30/5408",0.00948263216062636,0.165416404274095,0.157095962431538,"Me1_v2_0107720/Me1_v2_0080180/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0124780/Me1_v2_0082220",7
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","7/446","30/5408",0.00948263216062636,0.165416404274095,0.157095962431538,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0073130/Me1_v2_0190140/Me1_v2_0184520",7
"GO:0097305","GO:0097305","response to alcohol","32/446","254/5408",0.00953442136957071,0.165416404274095,0.157095962431538,"Me1_v2_0224350/Me1_v2_0080920/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0192480/Me1_v2_0171240/Me1_v2_0161260/Me1_v2_0111960/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0068040/Me1_v2_0132640/Me1_v2_0064660/Me1_v2_0050210/Me1_v2_0040250/Me1_v2_0157100/Me1_v2_0180850/Me1_v2_0228930/Me1_v2_0073130/Me1_v2_0149640/Me1_v2_0155410/Me1_v2_0092970/Me1_v2_0124780/Me1_v2_0156430/Me1_v2_0127890/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0061010/Me1_v2_0161230/Me1_v2_0196690/Me1_v2_0205640",32
"GO:0044255","GO:0044255","cellular lipid metabolic process","37/446","304/5408",0.00956215843183584,0.165416404274095,0.157095962431538,"Me1_v2_0213110/Me1_v2_0133400/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0072050/Me1_v2_0131420/Me1_v2_0078830/Me1_v2_0096810/Me1_v2_0228210/Me1_v2_0122150/Me1_v2_0001920/Me1_v2_0096800/Me1_v2_0091280/Me1_v2_0197960/Me1_v2_0060660/Me1_v2_0094600/Me1_v2_0206010/Me1_v2_0232170/Me1_v2_0107080/Me1_v2_0100110/Me1_v2_0155080/Me1_v2_0140790/Me1_v2_0027320/Me1_v2_0082220/Me1_v2_0163300/Me1_v2_0081420/Me1_v2_0124950/Me1_v2_0096780/Me1_v2_0096330/Me1_v2_0167240/Me1_v2_0188630/Me1_v2_0053830/Me1_v2_0141650/Me1_v2_0120920/Me1_v2_0196170/Me1_v2_0163120/Me1_v2_0057820",37
"GO:0019752","GO:0019752","carboxylic acid metabolic process","47/446","408/5408",0.0102838447302315,0.176253672182023,0.167388115979401,"Me1_v2_0130990/Me1_v2_0213110/Me1_v2_0185340/Me1_v2_0080830/Me1_v2_0210340/Me1_v2_0133400/Me1_v2_0199720/Me1_v2_0159980/Me1_v2_0190930/Me1_v2_0039210/Me1_v2_0072050/Me1_v2_0061830/Me1_v2_0131420/Me1_v2_0199730/Me1_v2_0160000/Me1_v2_0102850/Me1_v2_0115590/Me1_v2_0120640/Me1_v2_0085320/Me1_v2_0052020/Me1_v2_0110860/Me1_v2_0078830/Me1_v2_0038880/Me1_v2_0228210/Me1_v2_0122150/Me1_v2_0036840/Me1_v2_0158220/Me1_v2_0181120/Me1_v2_0001920/Me1_v2_0162930/Me1_v2_0097840/Me1_v2_0091280/Me1_v2_0197960/Me1_v2_0050320/Me1_v2_0094600/Me1_v2_0204130/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0107080/Me1_v2_0100110/Me1_v2_0155080/Me1_v2_0007500/Me1_v2_0231040/Me1_v2_0124950/Me1_v2_0053830/Me1_v2_0120920/Me1_v2_0233210",47
"GO:0052689","GO:0052689","carboxylic ester hydrolase activity","8/446","38/5408",0.0107981979555552,0.18337123317186,0.174147663793116,"Me1_v2_0220890/Me1_v2_0096810/Me1_v2_0156250/Me1_v2_0096800/Me1_v2_0083280/Me1_v2_0027320/Me1_v2_0212930/Me1_v2_0096780",8
"GO:0016298","GO:0016298","lipase activity","7/446","31/5408",0.0114024492952432,0.191872124049957,0.182220960029246,"Me1_v2_0096810/Me1_v2_0156250/Me1_v2_0096800/Me1_v2_0083280/Me1_v2_0027320/Me1_v2_0163300/Me1_v2_0096780",7
