term	name
GO:0006220	pyrimidine nucleotide metabolic process
GO:0006221	pyrimidine nucleotide biosynthetic process
GO:0006222	UMP biosynthetic process
GO:0006753	nucleoside phosphate metabolic process
GO:0008655	pyrimidine-containing compound salvage
GO:0009112	nucleobase metabolic process
GO:0009116	nucleoside metabolic process
GO:0009117	nucleotide metabolic process
GO:0009119	ribonucleoside metabolic process
GO:0009123	nucleoside monophosphate metabolic process
GO:0009124	nucleoside monophosphate biosynthetic process
GO:0009129	pyrimidine nucleoside monophosphate metabolic process
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0009161	ribonucleoside monophosphate metabolic process
GO:0009163	nucleoside biosynthetic process
GO:0009165	nucleotide biosynthetic process
GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process
GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process
GO:0009218	pyrimidine ribonucleotide metabolic process
GO:0009220	pyrimidine ribonucleotide biosynthetic process
GO:0009259	ribonucleotide metabolic process
GO:0009260	ribonucleotide biosynthetic process
GO:0019205	nucleobase-containing compound kinase activity
GO:0019206	nucleoside kinase activity
GO:0019693	ribose phosphate metabolic process
GO:0034404	nucleobase-containing small molecule biosynthetic process
GO:0042455	ribonucleoside biosynthetic process
GO:0043097	pyrimidine nucleoside salvage
GO:0043174	nucleoside salvage
GO:0046049	UMP metabolic process
GO:0046131	pyrimidine ribonucleoside metabolic process
GO:0046132	pyrimidine ribonucleoside biosynthetic process
GO:0046134	pyrimidine nucleoside biosynthetic process
GO:0046390	ribose phosphate biosynthetic process
GO:0055086	nucleobase-containing small molecule metabolic process
GO:0072527	pyrimidine-containing compound metabolic process
GO:0072528	pyrimidine-containing compound biosynthetic process
GO:1901293	nucleoside phosphate biosynthetic process
GO:1901657	glycosyl compound metabolic process
GO:1901659	glycosyl compound biosynthetic process
GO:0000301	retrograde transport, vesicle recycling within Golgi
GO:0004518	nuclease activity
GO:0004519	endonuclease activity
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0007030	Golgi organization
GO:0017119	Golgi transport complex
GO:0022607	cellular component assembly
GO:0043933	protein-containing complex organization
GO:0044085	cellular component biogenesis
GO:0048193	Golgi vesicle transport
GO:0048213	Golgi vesicle prefusion complex stabilization
GO:0065003	protein-containing complex assembly
GO:0090305	nucleic acid phosphodiester bond hydrolysis
GO:0099023	vesicle tethering complex
GO:0006575	cellular modified amino acid metabolic process
GO:0006766	vitamin metabolic process
GO:0006767	water-soluble vitamin metabolic process
GO:0008677	2-dehydropantoate 2-reductase activity
GO:0009063	cellular amino acid catabolic process
GO:0009081	branched-chain amino acid metabolic process
GO:0009083	branched-chain amino acid catabolic process
GO:0009110	vitamin biosynthetic process
GO:0009646	response to absence of light
GO:0009743	response to carbohydrate
GO:0009744	response to sucrose
GO:0015939	pantothenate metabolic process
GO:0015940	pantothenate biosynthetic process
GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
GO:0034285	response to disaccharide
GO:0042364	water-soluble vitamin biosynthetic process
GO:0042398	cellular modified amino acid biosynthetic process
GO:0043617	cellular response to sucrose starvation
GO:1901565	organonitrogen compound catabolic process
GO:0000271	polysaccharide biosynthetic process
GO:0005802	trans-Golgi network
GO:0005975	carbohydrate metabolic process
GO:0005976	polysaccharide metabolic process
GO:0009653	anatomical structure morphogenesis
GO:0009664	plant-type cell wall organization
GO:0009832	plant-type cell wall biogenesis
GO:0010015	root morphogenesis
GO:0010053	root epidermal cell differentiation
GO:0010054	trichoblast differentiation
GO:0010383	cell wall polysaccharide metabolic process
GO:0010393	galacturonan metabolic process
GO:0016051	carbohydrate biosynthetic process
GO:0021700	developmental maturation
GO:0022622	root system development
GO:0030154	cell differentiation
GO:0033692	cellular polysaccharide biosynthetic process
GO:0034637	cellular carbohydrate biosynthetic process
GO:0042546	cell wall biogenesis
GO:0044036	cell wall macromolecule metabolic process
GO:0044038	cell wall macromolecule biosynthetic process
GO:0044262	cellular carbohydrate metabolic process
GO:0044264	cellular polysaccharide metabolic process
GO:0045229	external encapsulating structure organization
GO:0045488	pectin metabolic process
GO:0045489	pectin biosynthetic process
GO:0048364	root development
GO:0048468	cell development
GO:0048469	cell maturation
GO:0048764	trichoblast maturation
GO:0048765	root hair cell differentiation
GO:0048869	cellular developmental process
GO:0052325	cell wall pectin biosynthetic process
GO:0052546	cell wall pectin metabolic process
GO:0052636	arabinosyltransferase activity
GO:0070589	cellular component macromolecule biosynthetic process
GO:0070592	cell wall polysaccharide biosynthetic process
GO:0071554	cell wall organization or biogenesis
GO:0071555	cell wall organization
GO:0071669	plant-type cell wall organization or biogenesis
GO:0071695	anatomical structure maturation
GO:0080147	root hair cell development
GO:0090558	plant epidermis development
GO:0090627	plant epidermal cell differentiation
GO:1905392	plant organ morphogenesis
GO:0000146	microfilament motor activity
GO:0000331	contractile vacuole
GO:0003774	cytoskeletal motor activity
GO:0003779	actin binding
GO:0005524	ATP binding
GO:0005635	nuclear envelope
GO:0005856	cytoskeleton
GO:0007097	nuclear migration
GO:0008092	cytoskeletal protein binding
GO:0008360	regulation of cell shape
GO:0015629	actin cytoskeleton
GO:0017076	purine nucleotide binding
GO:0022603	regulation of anatomical structure morphogenesis
GO:0022604	regulation of cell morphogenesis
GO:0030029	actin filament-based process
GO:0030048	actin filament-based movement
GO:0030554	adenyl nucleotide binding
GO:0031965	nuclear membrane
GO:0032553	ribonucleotide binding
GO:0032555	purine ribonucleotide binding
GO:0032559	adenyl ribonucleotide binding
GO:0032878	regulation of establishment or maintenance of cell polarity
GO:0033275	actin-myosin filament sliding
GO:0035639	purine ribonucleoside triphosphate binding
GO:0042641	actomyosin
GO:0043531	ADP binding
GO:0044877	protein-containing complex binding
GO:0050793	regulation of developmental process
GO:0051015	actin filament binding
GO:0051640	organelle localization
GO:0051647	nucleus localization
GO:0051656	establishment of organelle localization
GO:0070252	actin-mediated cell contraction
GO:0097367	carbohydrate derivative binding
GO:0140027	contractile vacuole localization
GO:2000769	regulation of establishment or maintenance of cell polarity regulating cell shape
GO:0005215	transporter activity
GO:0005310	dicarboxylic acid transmembrane transporter activity
GO:0005342	organic acid transmembrane transporter activity
GO:0006820	anion transport
GO:0006835	dicarboxylic acid transport
GO:0006885	regulation of pH
GO:0008509	anion transmembrane transporter activity
GO:0008514	organic anion transmembrane transporter activity
GO:0015075	ion transmembrane transporter activity
GO:0015140	malate transmembrane transporter activity
GO:0015318	inorganic molecular entity transmembrane transporter activity
GO:0015556	C4-dicarboxylate transmembrane transporter activity
GO:0015711	organic anion transport
GO:0015740	C4-dicarboxylate transport
GO:0015743	malate transport
GO:0015849	organic acid transport
GO:0022857	transmembrane transporter activity
GO:0030004	cellular monovalent inorganic cation homeostasis
GO:0030641	regulation of cellular pH
GO:0046942	carboxylic acid transport
GO:0046943	carboxylic acid transmembrane transporter activity
GO:0051453	regulation of intracellular pH
GO:0055067	monovalent inorganic cation homeostasis
GO:0071423	malate transmembrane transport
GO:0098656	anion transmembrane transport
GO:1903825	organic acid transmembrane transport
GO:1905039	carboxylic acid transmembrane transport
GO:0000902	cell morphogenesis
GO:0000904	cell morphogenesis involved in differentiation
GO:0009826	unidimensional cell growth
GO:0009856	pollination
GO:0009860	pollen tube growth
GO:0009932	cell tip growth
GO:0009968	negative regulation of signal transduction
GO:0010104	regulation of ethylene-activated signaling pathway
GO:0010105	negative regulation of ethylene-activated signaling pathway
GO:0010648	negative regulation of cell communication
GO:0016036	cellular response to phosphate starvation
GO:0016049	cell growth
GO:0023057	negative regulation of signaling
GO:0030307	positive regulation of cell growth
GO:0030427	site of polarized growth
GO:0032989	cellular component morphogenesis
GO:0035618	root hair
GO:0035619	root hair tip
GO:0035838	growing cell tip
GO:0040007	growth
GO:0042995	cell projection
GO:0044706	multi-multicellular organism process
GO:0045927	positive regulation of growth
GO:0048585	negative regulation of response to stimulus
GO:0048588	developmental cell growth
GO:0048589	developmental growth
GO:0048767	root hair elongation
GO:0048768	root hair cell tip growth
GO:0048868	pollen tube development
GO:0051286	cell tip
GO:0060560	developmental growth involved in morphogenesis
GO:0070297	regulation of phosphorelay signal transduction system
GO:0070298	negative regulation of phosphorelay signal transduction system
GO:0090404	pollen tube tip
GO:0090406	pollen tube
GO:0120025	plasma membrane bounded cell projection
GO:1902532	negative regulation of intracellular signal transduction
GO:0009266	response to temperature stimulus
GO:0009408	response to heat
GO:0005102	signaling receptor binding
GO:0006952	defense response
GO:0009617	response to bacterium
GO:0010941	regulation of cell death
GO:0031347	regulation of defense response
GO:0031348	negative regulation of defense response
GO:0033612	receptor serine/threonine kinase binding
GO:0042742	defense response to bacterium
GO:0060548	negative regulation of cell death
GO:0080134	regulation of response to stress
GO:0098542	defense response to other organism
GO:0005996	monosaccharide metabolic process
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
GO:0019852	L-ascorbic acid metabolic process
GO:0019853	L-ascorbic acid biosynthetic process
GO:0046364	monosaccharide biosynthetic process
GO:0050105	L-gulonolactone oxidase activity
GO:0000302	response to reactive oxygen species
GO:0004854	xanthine dehydrogenase activity
GO:0006144	purine nucleobase metabolic process
GO:0006145	purine nucleobase catabolic process
GO:0006801	superoxide metabolic process
GO:0006979	response to oxidative stress
GO:0009115	xanthine catabolic process
GO:0009414	response to water deprivation
GO:0009415	response to water
GO:0016725	oxidoreductase activity, acting on CH or CH2 groups
GO:0016726	oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor
GO:0019439	aromatic compound catabolic process
GO:0042554	superoxide anion generation
GO:0043546	molybdopterin cofactor binding
GO:0044270	cellular nitrogen compound catabolic process
GO:0046110	xanthine metabolic process
GO:0046113	nucleobase catabolic process
GO:0046700	heterocycle catabolic process
GO:0051536	iron-sulfur cluster binding
GO:0051537	2 iron, 2 sulfur cluster binding
GO:0051540	metal cluster binding
GO:0072521	purine-containing compound metabolic process
GO:0072523	purine-containing compound catabolic process
GO:0072593	reactive oxygen species metabolic process
GO:1901361	organic cyclic compound catabolic process
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity
GO:0006011	UDP-glucose metabolic process
GO:0009225	nucleotide-sugar metabolic process
GO:0009226	nucleotide-sugar biosynthetic process
GO:0010491	UTP:arabinose-1-phosphate uridylyltransferase activity
GO:0016779	nucleotidyltransferase activity
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity
